S/N,Name of Organisation,Type,UEN,IPC Period,Sector,Classification,Activities
416,Singapore Boxing Federation,Registered,S62SS0024D,Not Applicable,Sports,NSAs,
417,"Singapore Buddhist Federation, The",Registered,S64SS0008K,Not Applicable,Religious,Buddhism,"Financial assistance, bursaries & scholarships"
418,"Singapore Chin Leng Keng, The",Registered,S76SS0053B,Not Applicable,Religious,Taoism,
419,"Singapore Chinese Buddhist Association, The",Registered,S61SS0035L,Not Applicable,Religious,Buddhism,Direct Services Supports other Charities Training & education
420,SINGAPORE CHINESE MUSIC FEDERATION,Registered,T14SS0001E,Not Applicable,Arts and Heritage,Music & Orchestras,
421,Singapore DanceSport Federation,Registered,S87SS0059H,Not Applicable,Sports,NSAs,
422,Singapore Dental Health Foundation,Registered,S84SS0038J,Not Applicable,Health,Others,"Public awareness, promotion & advisory"
423,SINGAPORE EPILEPSY FOUNDATION,Registered,199409591D,Not Applicable,Health,Diseases/Illnessess Support Group,"Public awareness, promotion & advisory Training & education"
424,Singapore Eye Foundation,Registered,S83SS0015F,Not Applicable,Health,Diseases/Illnessess Support Group,Direct Services Research Training & education
425,SINGAPORE GUJARATI SCHOOL LIMITED,Registered,199805072E,Not Applicable,Education,Local Educational Institutions/Funds,Training & education
426,"Singapore Hindu Sabai, The",Registered,S54SS0008G,Not Applicable,Religious,Hinduism,
427,SINGAPORE INSTITUTE OF BIOLOGY RESEARCH TRUST FUND,Registered,S89CC0685L,Not Applicable,Others,Think Tanks,Training & education Research
428,SINGAPORE KARATE-DO FEDERATION,Registered,S71SS0055B,Not Applicable,Sports,NSAs,"Public awareness, promotion & advisory"
429,SINGAPORE MANUFACTURING FEDERATION EDUCATION AND TRAINING FUND,Deregistered,S85CC0228G,Not Applicable,Others,General Charitable Purposes,Training & education
430,SINGAPORE MODERN PENTATHLON ASSOCIATION,Registered,T09SS0030B,Not Applicable,Sports,NSAs,
431,Singapore National Academy Of Science,Registered,S76SS0028L,Not Applicable,Others,Think Tanks,
432,Singapore Nurses' Christian Fellowship,Registered,S60SS0018F,Not Applicable,Religious,Christianity,
433,Singapore Planned Families Association,Registered,S63SS0018K,Not Applicable,Social and Welfare,"Community,Disability (Children),Eldercare,Family","Public awareness, promotion & advisory Training & education"
434,SINGAPORE POCKET OPERA THEATRE LIMITED,Registered,201707311K,Not Applicable,Arts and Heritage,"Music & Orchestras,Theatre & Dramatic Arts","Public awareness, promotion & advisory Training & education"
435,Singapore Rollersports Federation,Registered,S99SS0058C,Not Applicable,Sports,NSAs,"Direct Services Public awareness, promotion & advisory"
436,SINGAPORE-INDIA PARTNERSHIP FOUNDATION,Registered,200513106D,Not Applicable,Others,General Charitable Purposes,
437,SING'THEATRE LTD.,Registered with IPC,200615018Z,From 01/9/2022 to 28/2/2025,Arts and Heritage,Theatre & Dramatic Arts,
438,SINGYOUTH HUB,Registered,T11SS0032A,Not Applicable,Others,Children/Youth,Training & education
439,SMA CARE LIMITED,Registered,201908296R,Not Applicable,Social and Welfare,"Children/Youth,Eldercare","Direct Services Public awareness, promotion & advisory"
440,SNPL CHARITY FUND,Deregistered,S87CC0464B,Not Applicable,Social and Welfare,Community,
441,Society Against Family Violence,Registered,S91SS0038H,Not Applicable,Social and Welfare,Family,"Research Training & education Public awareness, promotion & advisory"
442,SOCIETY FOR MEN'S HEALTH (SINGAPORE),Registered,S99SS0083E,Not Applicable,Health,Diseases/Illnessess Support Group,Training & education
443,Society for the Promotion of Attention Deficit Hyperactivity Disorder Research and Knowledge,Registered,T00SS0172D,Not Applicable,Social and Welfare,Support Groups,"Public awareness, promotion & advisory"
444,Society of Love and Compassion,Registered,S99SS0004E,Not Applicable,Religious,Taoism,
445,Society of the Infant Jesus (Singapore),Registered,T08SS0029L,Not Applicable,Religious,Christianity,
446,SOON HONG KEE SCHOLARSHIP TRUST FUND,Registered,S85CC0257D,Not Applicable,Education,Foundations & Trusts,"Financial assistance, bursaries & scholarships Training & education"
447,SOULRICH FOUNDATION LTD.,Registered,201920479W,Not Applicable,Social and Welfare,"Community,Family,Support Groups","Financial assistance, bursaries & scholarships Supports other Charities Training & education"
448,SOURCE OF LIGHT SOCIETY (SINGAPORE),Registered,T00SS0009E,Not Applicable,Religious,Christianity,Training & education
449,Sports Boules Singapore,Registered,S90SS0085G,,Sports,NSAs,Direct Services Training & education
450,SPOT ART LIMITED,Registered,201404060Z,Not Applicable,Arts and Heritage,Visual Arts,"Direct Services Public awareness, promotion & advisory"
451,Sree Gnianananda Seva Samajam,Registered,S80SS0020E,Not Applicable,Religious,Hinduism,
452,Sree Jadaah Muneeswarar Temple,Registered,S98SS0097L,Not Applicable,Religious,Hinduism,
453,Sri Krishna Mandir Welfare Society,Registered,T02SS0007A,Not Applicable,Social and Welfare,"Children/Youth,Community,Disability (Adult),Eldercare,Family","Direct Services Public awareness, promotion & advisory Training & education"
454,Sri Sathya Sai Baba Service Centre,Registered,S84SS0023B,Not Applicable,Religious,Others,Direct Services
455,Sri Sathya Sai Prema Nilayam,Registered,S95SS0153E,Not Applicable,Religious,"Hinduism,Others","Direct Services Financial assistance, bursaries & scholarships Supports other Charities"
456,SSP Financial Assistance Fund,Registered with IPC,T12CC0006B,From 01/8/2021 to 31/7/2023,Sports,Non-NSAs,"Financial assistance, bursaries & scholarships Training & education"
457,ST ANDREW'S CATHEDRAL CENTENARY TRUST,Registered,S84CC0031J,Not Applicable,Religious,Christianity,
458,"ST JOHN'S, CAMBRIDGE (SINGAPORE)",Registered with IPC,201432348G,From 09/2/2023 to 08/2/2026,Education,Foreign Educational Institutions/Funds,"Financial assistance, bursaries & scholarships"
459,St Luke's Society for the Elderly,Deregistered,S91SS0088L,Not Applicable,Social and Welfare,Eldercare,
460,ST. JOSEPH'S INSTITUTION PHILANTHROPIC FUND FOR THE LASALLIAN MISSION LTD.,Registered with IPC,201024306N,From 07/1/2020 to 06/1/2025,Education,Foundations & Trusts,"Financial assistance, bursaries & scholarships Training & education"
461,Student Christian Movement of Singapore,Registered,S62SS0071H,Not Applicable,Religious,Christianity,"Direct Services Public awareness, promotion & advisory Financial assistance, bursaries & scholarships Research"
462,Student Volunteer Corps (Singapore) (SVC),Registered,T02SS0183D,Not Applicable,Others,Children/Youth,
463,SUN YAT SEN NANYANG MEMORIAL HALL COMPANY LIMITED,Registered,199704070D,Not Applicable,Arts and Heritage,Historical & Cultural Conservation,
464,Sze Cheng Keng Chinese Temple,Registered,T01SS0051A,Not Applicable,Religious,Taoism,Direct Services
465,T.H.E. Buddhist Nunnery,Registered,T17SS0174A,Not Applicable,Religious,Buddhism,Training & education
466,TABERNACLE OF HOLINESS CHURCH LIMITED,Registered,198001178E,Not Applicable,Religious,Christianity,
467,TABLE TENNIS FOR GOOD LIMITED,Registered,202010858N,Not Applicable,Health,Diseases/Illnessess Support Group,"Public awareness, promotion & advisory Direct Services Research Training & education"
468,TAI KAK SEAH TEMPLE,Registered,T00CC1432H,Not Applicable,Religious,Buddhism,"Public awareness, promotion & advisory"
469,Taman Bacaan Pemuda Pemudi Melayu Singapura (Singapore Malay Youth Library Association),Registered,S59SS0019L,Not Applicable,Social and Welfare,Children/Youth,"Direct Services Supports other Charities Training & education Public awareness, promotion & advisory"
470,Tampines Arts Troupe,Registered with IPC,S91SS0060L,From 01/10/2022 to 30/9/2024,Arts and Heritage,Traditional Ethnic Performing Arts,"Public awareness, promotion & advisory Training & education"
471,TAMPINES CENTRAL CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,Registered with IPC,T04CC1795H,From 01/7/2021 to 30/6/2024,Community,North East,"Financial assistance, bursaries & scholarships"
472,TAMPINES CHANGKAT CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,Registered with IPC,S92CC0892L,From 01/7/2021 to 30/6/2024,Community,North East,"Financial assistance, bursaries & scholarships"
473,TAMPINES NORTH CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,Registered with IPC,T04CC1832C,From 01/7/2021 to 30/6/2024,Community,North East,"Financial assistance, bursaries & scholarships"
474,TAN JOO KEE SCHOLARSHIP FUND,Registered,S91CC0788H,Not Applicable,Education,Foundations & Trusts,
475,TAN KAH KEE FOUNDATION,Registered with IPC,198200465N,From 01/7/2022 to 30/6/2023,Education,"Foundations & Trusts,Local Educational Institutions/Funds","Financial assistance, bursaries & scholarships Training & education"
476,Tan Kah Kee International Society,Registered,S96SS0121C,Not Applicable,Education,Others,"Financial assistance, bursaries & scholarships"
477,TAN MOK KOON CHARITY FUND LIMITED,Registered,201534719N,Not Applicable,Social and Welfare,Community,"Grantmaking Financial assistance, bursaries & scholarships Supports other Charities"
478,TANG RENAISSANCE,Registered with IPC,201630110G,From 27/2/2023 to 26/2/2025,Arts and Heritage,Traditional Ethnic Performing Arts,"Training & education Public awareness, promotion & advisory"
479,TANJONG PAGAR-TIONG BAHRU CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,Registered with IPC,S86CC0364F,From 01/1/2022 to 31/12/2024,Community,Central,"Financial assistance, bursaries & scholarships"
480,"Teck Ghee Community Development, Welfare And Building Fund",Registered,T14CC0001K,Not Applicable,Community,Central,"Financial assistance, bursaries & scholarships"
481,THALASSAEMIA SOCIETY (SINGAPORE),Registered,T03SS0230J,Not Applicable,Health,Diseases/Illnessess Support Group,"Direct Services Grantmaking Public awareness, promotion & advisory Financial assistance, bursaries & scholarships Training & education Research"
482,THE BREAK AWAY HOLIDAY CHARITY LTD.,Registered,201633679D,Not Applicable,Social and Welfare,"Community,Family,Support Groups",Direct Services
483,"THE BRETHREN CHAPEL, LTD",Registered,197802906K,Not Applicable,Religious,Christianity,
484,THE COURAGE FUND LIMITED,Registered,201331791M,Not Applicable,Health,Others,"Financial assistance, bursaries & scholarships Supports other Charities"
485,The Derek Hewett Foundation 2009,Registered,T10CC0003D,Not Applicable,Education,Foundations & Trusts,"Financial assistance, bursaries & scholarships"
486,THE ELLA DOROTHY WEARNE TRUST FUND,Registered,S86CC0314C,Not Applicable,Religious,Christianity,
487,The Evolution,Registered,T05SS0159B,Not Applicable,Religious,Christianity,Direct Services
488,THE GREENHOUSE COMMUNITY SERVICES LTD.,Registered with IPC,202008502N,From 18/10/2022 to 17/10/2023,Social and Welfare,"Community,Family,Support Groups","Direct Services Public awareness, promotion & advisory Training & education Research"
489,THE HAGUE INTERNATIONAL MODEL UNITED NATIONS LIMITED,Registered,200507109D,Not Applicable,Others,General Charitable Purposes,
490,THE LOCAL SPIRITUAL ASSEMBLY O F THE BAHA'IS OF KATONG LTD,Registered,197901873Z,Not Applicable,Religious,Others,Training & education
491,THE LOCAL SPIRITUAL ASSEMBLY O F THE BAHA'IS OF QUEENSTOWN LTD,Registered,197901520Z,Not Applicable,Religious,Others,
492,"The Music Society, Singapore",Registered,T13SS0023B,Not Applicable,Arts and Heritage,"Music & Orchestras,Training & Education","Direct Services Public awareness, promotion & advisory Training & education"
493,THE PHILHARMONIC WINDS (SINGAPORE) LTD.,Registered,201711592M,Not Applicable,Arts and Heritage,Music & Orchestras,"Direct Services Public awareness, promotion & advisory Training & education"
494,THE PURPLE PARADE LTD.,Registered with IPC,201616367W,From 01/5/2022 to 30/4/2025,Social and Welfare,"Disability (Adult),Disability (Children)","Public awareness, promotion & advisory Supports other Charities"
495,THE SILVER LINING COMMUNITY SERVICES LTD.,Registered,201021112E,Not Applicable,Social and Welfare,Community,Training & education
496,THE SINGAPORE YOUTH CHOIR LTD,Registered,199908127D,Not Applicable,Arts and Heritage,Music & Orchestras,Training & education
497,THE SOVEREIGN ART CHARITY LTD.,Registered,201333596K,Not Applicable,Arts and Heritage,Visual Arts,"Public awareness, promotion & advisory"
498,The Stephen A. Schwarzman Scholars Trust,Registered,T14CC0002F,From 09/6/2019 to 08/6/2022,Education,"Foreign Educational Institutions/Funds,Foundations & Trusts",Training & education
499,THE TADA TETSUYA SHUSHIN FOUNDATION,Deregistered,T09CC0005E,Not Applicable,Others,General Charitable Purposes,
500,THE UNIVERSITY OF CHICAGO (SINGAPORE) FUND,Deregistered,T07CC2072B,Not Applicable,Education,Foreign Educational Institutions/Funds,Supports other Charities
501,THE UNIVERSITY OF CHICAGO BOOTH SCHOOL OF BUSINESS,Registered,199900175N,Not Applicable,Education,Foreign Educational Institutions/Funds,Training & education
502,THE VERY QUIET STUDIO LIMITED,Registered,201631481G,Not Applicable,Arts and Heritage,"Historical & Cultural Conservation,Others,Theatre & Dramatic Arts,Training & Education","Public awareness, promotion & advisory Research Training & education"
503,THE WAN BOO SOW CHARITY FUND LIMITED,Registered with IPC,200509963D,From 11/6/2021 to 10/12/2023,Social and Welfare,Community,"Financial assistance, bursaries & scholarships Supports other Charities Training & education"
504,THE WP COMMUNITY FUND,Registered,201401272N,Not Applicable,Social and Welfare,"Children/Youth,Community,Disability (Adult),Disability (Children),Eldercare,Family,Support Groups","Direct Services Financial assistance, bursaries & scholarships Public awareness, promotion & advisory"
505,Thian Leng Chong Toh Tong,Registered,S61SS0096D,Not Applicable,Religious,Taoism,
506,Third Culture Kids Care Fellowship,Registered,T02SS0211A,Not Applicable,Religious,Christianity,Training & education
507,THREE LEGS GOOD,Deregistered,T12SS0217B,Not Applicable,Others,Animal Welfare,"Public awareness, promotion & advisory Supports other Charities"
508,Tian Gong Tan Temple,Registered,S88SS0030F,Not Applicable,Religious,Taoism,
509,Tian Kong & Woo Looi Ban Tin To Suay Temple,Registered,S83SS0009G,Not Applicable,Religious,Taoism,
510,Tien Kong Thun Temple,Registered,S93SS0012K,Not Applicable,Religious,Taoism,Direct Services Supports other Charities
511,Tien Teck Po Yuan Tong,Registered,S70SS0004J,Not Applicable,Religious,Taoism,Direct Services
512,Tiow Hoon Tien Chinese Temple,Registered,T00SS0202D,Not Applicable,Religious,Taoism,"Public awareness, promotion & advisory"
513,TOA PAYOH TAMIL METHODIST CHURCH (ETAC),Registered,S87CC0511B,Not Applicable,Religious,Christianity,
514,Toa Payoh West-Thomson CCC Community Development and Welfare Fund,Registered with IPC,T07CC2047L,From 01/1/2021 to 31/12/2023,Community,Central,"Financial assistance, bursaries & scholarships"
515,TOONG CHAI PRESBYTERIAN CHURCH,Registered,T11SS0127L,Not Applicable,Religious,Christianity,
516,TRI SECTOR CHARITY CONSULTANTS LTD.,Registered,202002000C,Not Applicable,Others,General Charitable Purposes,Research Supports other Charities Training & education
517,TRINITY ANNUAL CONFERENCE WOMEN'S SOCIETY OF CHRISTIAN SERVICE,Registered,S90CC0754D,Not Applicable,Religious,Christianity,Supports other Charities Training & education
518,Triumphs Of His Grace,Registered,S91SS0046K,Not Applicable,Religious,Christianity,Training & education
519,"TRUST FUND OF THE CLEFT LIP AND PALATE ASSN OF SINGAPORE (CLAPAS), THE",Registered,T04CC1811H,Not Applicable,Health,,Training & education
520,Tuan Kong Beo (Teochew) Temple,Registered,S94SS0099E,Not Applicable,Religious,Taoism,
521,ULU PANDAN CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,Registered with IPC,S86CC0308D,From 01/4/2021 to 31/3/2024,Community,North West,"Financial assistance, bursaries & scholarships"
522,UMAR PULAVAR SCHOLARSHIP TRUST FUND,Registered,S87CC0469D,Not Applicable,Education,Foundations & Trusts,
523,UNCHAINED-SE LIMITED,Registered,202000697G,Not Applicable,Social and Welfare,Community,"Direct Services Financial assistance, bursaries & scholarships Public awareness, promotion & advisory Training & education"
524,United Indian Muslim Association,Registered,S64SS0034H,Not Applicable,Religious,Others,"Financial assistance, bursaries & scholarships Supports other Charities Training & education"
525,University Staff Christian Fellowship,Registered,S84SS0021K,Not Applicable,Religious,Christianity,
526,VARIETY - THE CHILDREN'S CHARITY OF SINGAPORE LIMITED,Registered,201409448C,Not Applicable,Social and Welfare,"Children/Youth,Disability (Children)",Grantmaking
527,"Varsity Christian Fellowship, Singapore, The",Registered,S61SS0159G,Not Applicable,Religious,Christianity,Direct Services
528,VENERABLE SECK HONG CHOON MEMORIAL FOUNDATION,Deregistered,S99CC1379L,Not Applicable,Religious,Buddhism,
529,VICTORY CHURCH,Registered,S93SS0029J,Not Applicable,Religious,Christianity,Supports other Charities
530,"Wai San Buddhist Society, Singapore",Registered,S73SS0002K,Not Applicable,Religious,Buddhism,Research Training & education
531,Welcare Student Care Centre,Registered,T02SS0141C,Not Applicable,Social and Welfare,Children/Youth,Training & education
532,WHEELCHAIR RUGBY LIMITED,Registered,201602682H,Not Applicable,Sports,Disability Sports,"Public awareness, promotion & advisory Training & education"
533,WIRa Association,Registered,T06SS0118B,Not Applicable,Social and Welfare,"Family,Support Groups",Direct Services
534,WORLD FUTURE FOUNDATION LTD.,Registered,200816862W,Not Applicable,Others,Environment,
535,WORLD-IN-THEATRE LTD.,Registered,200207216G,Not Applicable,Arts and Heritage,Theatre & Dramatic Arts,Training & education
536,Wu Hong Yan Kong Temple,Registered,S94SS0085E,Not Applicable,Religious,Taoism,
537,Wu Tai Shan Buddhist Temple,Registered,S93SS0064E,Not Applicable,Religious,Buddhism,Direct Services
538,Xing Guang Shan Sangha Mission,Registered,S94SS0044L,Not Applicable,Religious,Buddhism,Training & education
539,X-Pact Society,Registered,S97SS0133E,Not Applicable,Religious,Christianity,Training & education
540,Yi Do An Chinese Temple,Registered,S94SS0150A,Not Applicable,Religious,Taoism,
541,YMCA Shine,Registered,T17SS0015J,Not Applicable,Religious,Christianity,"Direct Services Financial assistance, bursaries & scholarships Grantmaking Public awareness, promotion & advisory Research Supports other Charities Training & education"
542,YOUNG MUSICIANS' SOCIETY LTD,Registered,199600866D,Not Applicable,Arts and Heritage,Music & Orchestras,Training & education
543,YOUTH GOLF NETWORK LTD.,Registered with IPC,201300853G,From 15/2/2023 to 14/2/2025,Sports,Non-NSAs,Training & education
544,YOUTHWORKS LTD.,Registered,198204026C,Not Applicable,Others,Children/Youth,Training & education
545,Yu Feng Zhi Fu Cai Bo Xing Jun Miao,Registered,T04SS0018A,Not Applicable,Religious,Taoism,Supports other Charities
546,YYD EDUCATION CENTRE LIMITED,Registered with IPC,201610337C,From 02/9/2022 to 01/9/2025,Education,Local Educational Institutions/Funds,"Direct Services Financial assistance, bursaries & scholarships Grantmaking Public awareness, promotion & advisory Research Supports other Charities Training & education"
547,ZHENGHUA CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,Registered with IPC,T04CC1763A,From 01/4/2021 to 31/3/2024,Community,North West,"Financial assistance, bursaries & scholarships Supports other Charities"
548,ZI JING CULTURAL CENTRE LTD.,Registered,201537410C,Not Applicable,Others,General Charitable Purposes,Training & education
549,Zonta Singapore- Project Pari Fund,Registered with IPC,T10CC0004L,From 01/5/2021 to 31/1/2024,Social and Welfare,Community,"Financial assistance, bursaries & scholarships"
