S/N,Name of Organisation,Type,UEN,IPC Period,Sector,Classification,Activities
594,SOON HONG KEE SCHOLARSHIP TRUST FUND,Registered,S85CC0257D,Not Applicable,Education,Foundations & Trusts,"Financial assistance, bursaries & scholarships Training & education"
595,Soon Say Keng & Reservoir Tua Pek Kong Temple,Registered,S87SS0008J,Not Applicable,Religious,Buddhism,"Public awareness, promotion & advisory"
596,SOSD,Registered with IPC,T12SS0058C,From 25/7/2022 to 24/7/2024,Others,Animal Welfare,
597,SPACES COUNSELING AND COMMUNITY LIMITED,Registered,200402955N,Not Applicable,Social and Welfare,Community,"Direct Services Public awareness, promotion & advisory"
598,"Special Olympics, Singapore",Registered with IPC,S91SS0003B,From 01/8/2021 to 31/7/2024,Sports,"Disability Sports,NSAs","Public awareness, promotion & advisory Training & education"
599,SPIRIT OF ENTERPRISE,Registered with IPC,200301515E,From 07/1/2023 to 06/1/2025,Others,Children/Youth,"Financial assistance, bursaries & scholarships Training & education"
600,SPIRITUAL GRACE PRESBYTERIAN CHURCH,Registered,T12SS0133D,Not Applicable,Religious,Christianity,"Financial assistance, bursaries & scholarships Training & education"
601,Sree Ramar Temple,Registered,S93SS0050E,Not Applicable,Religious,Hinduism,
602,Sri Krishna Mandir Welfare Society,Registered,T02SS0007A,Not Applicable,Social and Welfare,"Children/Youth,Community,Disability (Adult),Eldercare,Family","Direct Services Public awareness, promotion & advisory Training & education"
603,SRI MANMATHA KARUNESHVARAR TEMPLE,Registered,S91CC0802E,Not Applicable,Religious,Hinduism,
604,Sri Ruthra Kaliamman Temple,Registered,S79SS0010J,Not Applicable,Religious,Hinduism,
605,SRI SENPAGA VINAYAGAR TEMPLE,Registered,T02CC1612A,Not Applicable,Religious,Hinduism,Direct Services
606,Sri Siva Durga Temple,Registered,S65SS0034B,Not Applicable,Religious,Hinduism,"Financial assistance, bursaries & scholarships"
607,Sri Siva Krishna Temple,Registered,S70SS0003B,Not Applicable,Religious,Hinduism,Direct Services
608,SRI VADAPATHIRA KALIAMMAN TEMPLE,Registered,S95CC1074E,Not Applicable,Religious,Hinduism,Direct Services
609,SSVP LTD.,Registered with IPC,201906514D,From 19/3/2022 to 18/3/2024,Social and Welfare,Family,"Financial assistance, bursaries & scholarships"
610,ST ANDREW'S CATHEDRAL HOME,Registered with IPC,S85CC0155K,From 01/12/2021 to 31/8/2023,Social and Welfare,Eldercare,Direct Services
611,ST ANDREW'S CITY CHURCH,Exempt Charity,T10CC0008F,Not Applicable,Religious,Christianity,"Financial assistance, bursaries & scholarships"
612,St Andrew's Community Chapel,Exempt Charity,T08CC4074C,Not Applicable,Religious,Christianity,
613,ST GABRIEL'S FOUNDATION,Registered with IPC,200105928G,From 10/8/2022 to 09/8/2025,Education,Foundations & Trusts,"Financial assistance, bursaries & scholarships Training & education"
614,St James' Church Chinese Congregation,Exempt Charity,T08CC4078J,Not Applicable,Religious,Christianity,
615,St Matthew’s Church,Exempt Charity,T08CC4081J,Not Applicable,Religious,Christianity,Direct Services
616,ST PAUL'S CHURCH,Exempt Charity,T08CC4082E,Not Applicable,Religious,Christianity,
617,St Peter's Church,Exempt Charity,T08CC4083A,Not Applicable,Religious,Christianity,"Direct Services Financial assistance, bursaries & scholarships"
618,St. John Singapore,Registered with IPC,S70SS0009L,From 01/7/2021 to 30/6/2024,Health,Others,Training & education
619,STRATEGIC STUDIES FUND,Registered,T04CC1798G,From 01/8/2021 to 30/4/2022,Others,Think Tanks,Research
620,STROKE SUPPORT STATION,Registered with IPC,201503222G,From 15/6/2021 to 14/6/2024,Health,Diseases/Illnessess Support Group,"Public awareness, promotion & advisory Training & education"
621,Sukyo Mahikari Singapore,Registered,S82SS0064H,Not Applicable,Religious,Others,
622,SUPPORT FOR THE ARTS FUND,Exempt Charity with IPC,T08CC3019F,From 01/8/2020 to 31/7/2023,Arts and Heritage,"Literary Arts,Music & Orchestras,Professional, Contemporary & Ethnic Dance,Theatre & Dramatic Arts,Traditional Ethnic Performing Arts,Training & Education,Visual Arts","Public awareness, promotion & advisory"
623,SWEE KOW KUAN TEMPLE,Registered,S80SS0186B,Not Applicable,Religious,Taoism,Direct Services
624,S-Word Evangelical Free Church,Registered,T02SS0195A,Not Applicable,Religious,Christianity,Supports other Charities
625,T.H.E DANCE COMPANY LTD.,Registered with IPC,200818017E,From 20/2/2022 to 19/2/2024,Arts and Heritage,"Professional, Contemporary & Ethnic Dance","Direct Services Training & education Public awareness, promotion & advisory"
626,Tabernacle Bible Presbyterian Church,Registered,T05SS0089D,Not Applicable,Religious,Christianity,
627,Tabernacle of Christ,Registered,S94SS0110C,Not Applicable,Religious,Christianity,
628,TABERNACLE OF JOY,Registered,S93SS0037L,Not Applicable,Religious,Christianity,Training & education
629,Tai Pei Foundation,Registered,S85SS0100L,Not Applicable,Others,General Charitable Purposes,Training & education
630,Tai Pei Yuen Temple,Registered,S86SS0009L,Not Applicable,Religious,Buddhism,Supports other Charities
631,TALENTTRUST LIMITED,Registered with IPC,201430501R,From 09/10/2021 to 08/10/2023,Others,General Charitable Purposes,"Direct Services Public awareness, promotion & advisory Supports other Charities Training & education"
632,TAMAN JURONG CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,Registered with IPC,S87CC0501H,From 01/4/2021 to 31/3/2024,Community,South West,"Financial assistance, bursaries & scholarships Supports other Charities"
633,TAMIL METHODIST CHURCH - SHORT STREET,Registered,S87CC0512J,Not Applicable,Religious,Christianity,"Financial assistance, bursaries & scholarships"
634,Tampines Chinese Temple,Registered,S86SS0047F,Not Applicable,Religious,Taoism,Supports other Charities
635,TAN JOO KEE SCHOLARSHIP FUND,Registered,S91CC0788H,Not Applicable,Education,Foundations & Trusts,
636,TAN KAH KEE FOUNDATION,Registered with IPC,198200465N,From 01/7/2022 to 30/6/2023,Education,"Foundations & Trusts,Local Educational Institutions/Funds","Financial assistance, bursaries & scholarships Training & education"
637,TANGLIN TRUST SCHOOL FOUNDATION LIMITED,Registered,201212078W,Not Applicable,Education,Foundations & Trusts,Grantmaking Training & education
638,TANJONG PAGAR-TIONG BAHRU CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,Registered with IPC,S86CC0364F,From 01/1/2022 to 31/12/2024,Community,Central,"Financial assistance, bursaries & scholarships"
639,Tao Bu Keng Temple,Registered,S88SS0048A,Not Applicable,Religious,Taoism,"Public awareness, promotion & advisory"
640,Taoist Federation (Singapore),Registered,S90SS0063E,Not Applicable,Religious,Taoism,"Public awareness, promotion & advisory Supports other Charities"
641,TASEK JURONG LIMITED,Registered with IPC,201437089G,From 21/12/2021 to 20/12/2023,Social and Welfare,"Community,Support Groups","Grantmaking Financial assistance, bursaries & scholarships Training & education"
642,TAY LECK TECK FOUNDATION,Registered,197600306D,Not Applicable,Social and Welfare,Community,
643,TEATER EKAMATRA LTD.,Registered,201130737W,Not Applicable,Arts and Heritage,Theatre & Dramatic Arts,
644,TECK GHEE CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,Registered with IPC,T05CC1885K,From 01/10/2020 to 30/9/2023,Community,Central,"Financial assistance, bursaries & scholarships"
645,"Teck Ghee Community Development, Welfare And Building Fund",Registered,T14CC0001K,Not Applicable,Community,Central,"Financial assistance, bursaries & scholarships"
646,Teen Challenge (Singapore),Registered with IPC,S87SS0001D,From 01/3/2022 to 31/8/2024,Social and Welfare,"Children/Youth,Community",Direct Services
647,TEMENGGONG ARTISTS-IN-RESIDENCE LTD.,Registered with IPC,200916397C,From 12/8/2021 to 11/8/2023,Arts and Heritage,Visual Arts,"Public awareness, promotion & advisory"
648,"Tent, The",Registered,T01SS0154B,Not Applicable,Social and Welfare,Children/Youth,Direct Services
649,THE ANGLO-CHINESE SCHOOLS FOUNDATION LIMITED,Registered,201104685R,Not Applicable,Education,Foundations & Trusts,Grantmaking
650,THE ARTS FISSION COMPANY LTD,Registered with IPC,199403833N,From 06/11/2021 to 05/11/2023,Arts and Heritage,"Professional, Contemporary & Ethnic Dance",Training & education
651,"THE BRETHREN CHAPEL, LTD",Registered,197802906K,Not Applicable,Religious,Christianity,
652,THE CHINESE OPERA INSTITUTE,Registered with IPC,199504600N,From 17/1/2023 to 30/11/2023,Arts and Heritage,Traditional Ethnic Performing Arts,Training & education Research
653,THE CHURCH IN SINGAPORE (CHRISTIAN STEWARDS) LTD.,Registered,197602121W,Not Applicable,Religious,Christianity,
654,THE CITY,Registered,S94SS0013L,Not Applicable,Religious,Christianity,"Financial assistance, bursaries & scholarships Supports other Charities"
655,THE COURAGE FUND LIMITED,Registered,201331791M,Not Applicable,Health,Others,"Financial assistance, bursaries & scholarships Supports other Charities"
656,THE CROSSING CHURCH LTD.,Registered,200923747E,Not Applicable,Religious,Christianity,"Financial assistance, bursaries & scholarships Training & education"
657,"THE CULINARY INSTITUTE OF AMERICA, SINGAPORE, LTD.",Registered,201018895W,Not Applicable,Education,Foreign Educational Institutions/Funds,Training & education
658,THE FINGER PLAYERS LTD,Registered with IPC,199905145W,From 01/7/2021 to 30/6/2023,Arts and Heritage,Theatre & Dramatic Arts,"Public awareness, promotion & advisory Training & education"
659,THE FOOD BANK SINGAPORE LTD.,Registered with IPC,201200654E,From 01/2/2021 to 31/7/2023,Social and Welfare,Community,"Direct Services Public awareness, promotion & advisory Supports other Charities Training & education Research"
660,The Friends of The University of Warwick in Singapore,Deregistered,T14CC0003B,From 13/6/2019 to 12/6/2022,Education,"Foreign Educational Institutions/Funds,Foundations & Trusts",Training & education
661,THE HIDING PLACE (CHRISTIAN HOME MISSION) LTD,Registered,198301684W,Not Applicable,Social and Welfare,"Community,Family,Support Groups",
662,THE INTERNATIONAL MISSION BOARD OF THE SOUTHERN BAPTIST CONVENTION,Registered,S52FC1054K,Not Applicable,Religious,Christianity,
663,THE IRELAND FUNDS (SINGAPORE),Registered with IPC,200910045N,From 01/6/2022 to 31/5/2024,Others,General Charitable Purposes,"Financial assistance, bursaries & scholarships Supports other Charities"
664,The Lady Superior of the Convent of the Holy Infant Jesus in Penang,Exempt Charity,T08CC4010L,Not Applicable,Religious,"Christianity,Environment",Supports other Charities Training & education
665,THE LOCAL SPIRITUAL ASSEMBLY O F THE BAHA'IS OF SERANGOON LTD,Registered,197901519E,Not Applicable,Religious,Others,
666,THE LOKE CHENG-KIM FOUNDATION,Registered,196800139G,Not Applicable,Education,Foundations & Trusts,"Financial assistance, bursaries & scholarships"
667,THE MALAY HERITAGE FOUNDATION LTD,Registered with IPC,199904358R,From 29/5/2022 to 28/5/2025,Arts and Heritage,Historical & Cultural Conservation,"Public awareness, promotion & advisory"
668,The Mission to Seafarers Singapore,Registered,S83SS0014K,Not Applicable,Social and Welfare,Community,"Direct Services Public awareness, promotion & advisory"
669,THE MORAL CHILDCARE CENTRE,Registered,S91CC0828B,Not Applicable,Social and Welfare,Children/Youth,
670,THE OPERATION HOPE FOUNDATION LIMITED,Registered,200104386W,Not Applicable,Others,"General Charitable Purposes,Humanitarian Aid","Direct Services Financial assistance, bursaries & scholarships Training & education"
671,THE ORDER OF FRIARS MINOR (SINGAPORE) LTD.,Registered,201016236M,Not Applicable,Religious,Christianity,Training & education
672,THE PEOPLES PRESBYTERIAN CHURCH,Registered,T12SS0056L,Not Applicable,Religious,Christianity,Direct Services
673,"The Presbyterian Church in Singapore, Sion Church Bedok",Registered,T13SS0005F,Not Applicable,Religious,Christianity,
674,THE PRIVATE MUSEUM LTD.,Registered with IPC,201005410R,From 03/5/2022 to 02/5/2024,Arts and Heritage,"Historical & Cultural Conservation,Visual Arts","Public awareness, promotion & advisory"
675,THE RED PENCIL (SINGAPORE),Registered with IPC,201113675E,From 03/5/2022 to 02/11/2024,Social and Welfare,"Community,Disability (Adult),Disability (Children),Eldercare,Family,Support Groups","Direct Services Research Financial assistance, bursaries & scholarships Supports other Charities Training & education Public awareness, promotion & advisory"
676,THE SINGAPORE LYRIC OPERA LIMITED,Registered with IPC,199002445Z,From 06/6/2022 to 05/6/2023,Arts and Heritage,Theatre & Dramatic Arts,"Public awareness, promotion & advisory Training & education"
677,THE SMILE MISSION LTD.,Registered,200720373E,Not Applicable,Health,Others,"Direct Services Training & education Public awareness, promotion & advisory"
678,THE SPIRITUAL ASSEMBLY OF THE BAHA'IS OF SINGAPORE LTD.,Registered,197602001W,Not Applicable,Religious,Others,Training & education
679,THE SUBSTATION LTD,Registered with IPC,199506857R,From 01/7/2022 to 30/6/2023,Arts and Heritage,"Others,Theatre & Dramatic Arts,Training & Education,Visual Arts",Research
680,THE TAN CHIN TUAN FOUNDATION,Registered,197600749E,Not Applicable,Others,General Charitable Purposes,
681,THE TENG COMPANY LTD.,Registered with IPC,201502077Z,From 01/1/2023 to 31/12/2025,Arts and Heritage,Music & Orchestras,"Direct Services Financial assistance, bursaries & scholarships Training & education Research"
682,THE WAN BOO SOW CHARITY FUND LIMITED,Registered with IPC,200509963D,From 11/6/2021 to 10/12/2023,Social and Welfare,Community,"Financial assistance, bursaries & scholarships Supports other Charities Training & education"
683,THE WELFARE SERVICES LIMITED,Registered,200104580C,Not Applicable,Social and Welfare,Community,
684,THE ZION GOSPEL MISSION LIMITED,Registered,197201822Z,Not Applicable,Religious,Christianity,
685,THINKING FAITH LTD.,Registered,200300390G,Not Applicable,Religious,Christianity,Training & education
686,THOMSON SHIN MIN FOUNDATION,Registered,199302864D,Not Applicable,Education,Foundations & Trusts,"Financial assistance, bursaries & scholarships Supports other Charities"
687,THONG CHAI INSTITUTE OF MEDICAL RESEARCH,Registered with IPC,200311661W,From 18/4/2022 to 17/4/2025,Health,TCM Clinic,Training & education Research
688,Thong Kheng Welfare Services Society,Registered,T01SS0095E,From 07/9/2022 to 06/3/2023,Social and Welfare,Disability (Adult),"Direct Services Financial assistance, bursaries & scholarships"
689,Thong Teck Sian Tong Lian Sin Sia (Thong Teck Charitable Institution),Registered,S61SS0173H,Not Applicable,Religious,Buddhism,Direct Services Supports other Charities
690,Tian Kong & Kancanarama Buddhist Temple,Registered,S93SS0035H,Not Applicable,Religious,Buddhism,Direct Services
691,Tian Kong Buddhist Temple,Registered,S84SS0034C,Not Applicable,Religious,Buddhism,"Public awareness, promotion & advisory Financial assistance, bursaries & scholarships"
692,Tien Sen Tua Temple,Registered,S93SS0019D,Not Applicable,Religious,Taoism,"Public awareness, promotion & advisory"
693,Tiong Bahru Qui Tian Gong Temple,Registered,S93SS0051A,Not Applicable,Religious,Taoism,Direct Services
694,Tiong Ghee Temple,Registered,S68SS0030L,Not Applicable,Religious,Taoism,Supports other Charities
695,Ti-Sarana Buddhist Association,Registered,S77SS0035L,Not Applicable,Religious,Buddhism,
696,TOA PAYOH CHINESE METHODIST CHURCH,Registered,S87CC0496J,Not Applicable,Religious,Christianity,Direct Services
697,Toa Payoh East CCC Community Development and Welfare Fund,Registered with IPC,T03CC1736B,From 01/10/2020 to 30/9/2023,Community,Central,"Financial assistance, bursaries & scholarships"
698,Toa Payoh Seu Teck Sean Tong,Registered,S69SS0015H,Not Applicable,Religious,Buddhism,Direct Services
699,TONG SIAN TNG TEMPLE,Registered,S88CC0593F,Not Applicable,Religious,Buddhism,
700,Tong Whye Temple,Registered,S80SS0033J,Not Applicable,Religious,Taoism,"Financial assistance, bursaries & scholarships"
701,TOUCH INTERNATIONAL LTD.,Registered,200614290G,Not Applicable,Others,"General Charitable Purposes,Humanitarian Aid",Direct Services
702,TOY FACTORY PRODUCTIONS LTD.,Registered with IPC,200613422M,From 28/6/2022 to 27/6/2024,Arts and Heritage,Theatre & Dramatic Arts,Direct Services
703,TRADITIONAL ARTS CENTRE (SINGAPORE) LTD.,Registered with IPC,201606080E,From 19/1/2022 to 18/7/2023,Arts and Heritage,"Traditional Ethnic Performing Arts,Training & Education","Direct Services Public awareness, promotion & advisory Training & education Research"
704,TRANSIENT WORKERS COUNT TOO (TWC2),Registered,T04SS0088C,Not Applicable,Social and Welfare,Community,"Direct Services Public awareness, promotion & advisory Research"
705,TRIATHLON ASSOCIATION OF SINGAPORE,Registered with IPC,S92SS0052C,From 28/2/2023 to 27/2/2026,Sports,"Competitive Sports,Disability Sports,NSAs,Others,Youth Sports","Direct Services Training & education Public awareness, promotion & advisory"
706,TRUE BUDDHA SHI CHENG ASSOCIATION,Registered,S89SS0046C,Not Applicable,Religious,Buddhism,"Public awareness, promotion & advisory Training & education"
707,True Jesus Church (Adam Road),Registered,S90SS0027B,Not Applicable,Religious,Christianity,Direct Services
708,True Jesus Church (Telok Kurau),Registered,S61SS0030J,Not Applicable,Religious,Christianity,Direct Services
709,True Jesus Church Co-ordination Board (Singapore),Registered,T00SS0136A,Not Applicable,Religious,Christianity,Direct Services
710,True Life Bible-Presbyterian Church,Registered,T04SS0101D,Not Applicable,Religious,Christianity,
711,TRUE WAY PRESBYTERIAN CHURCH,Registered,T12SS0174J,Not Applicable,Religious,Christianity,"Financial assistance, bursaries & scholarships Supports other Charities Training & education"
712,Truth Bible-Presbyterian Church,Registered,T06SS0020D,Not Applicable,Religious,Christianity,
713,TUN DATO SIR CHENG LOCK TAN TRUST FUND,Registered,S94CC1026L,Not Applicable,Education,Foundations & Trusts,
714,TUNG LING BIBLE SCHOOL LTD.,Registered,198403071C,Not Applicable,Religious,Christianity,Training & education
715,Tung Ling Community Services,Registered,T03SS0069F,Not Applicable,Social and Welfare,"Community,Eldercare",Direct Services
716,TUNG LING PRESCHOOL EDUCATION LIMITED,Registered,202115301G,Not Applicable,Social and Welfare,Children/Youth,Training & education
717,Tung Ling Student Care Centre,Registered,T00SS0054F,Not Applicable,Social and Welfare,"Family,Support Groups",Training & education
718,"Turning Point, The",Registered with IPC,S91SS0058G,From 01/4/2022 to 30/6/2024,Social and Welfare,Support Groups,Direct Services
719,United Hebrew Congregation (Singapore),Registered,S95SS0034L,Not Applicable,Religious,Others,Direct Services
720,United Women Singapore,Registered with IPC,S97SS0098B,From 13/9/2022 to 12/3/2025,Social and Welfare,"Children/Youth,Community,Support Groups","Research Financial assistance, bursaries & scholarships Training & education Public awareness, promotion & advisory"
721,Uttamayanmuni Buddhist Temple,Registered,T08SS0022F,Not Applicable,Religious,Buddhism,"Direct Services Public awareness, promotion & advisory Training & education"
722,VERBUM DEI LIMITED,Registered,201413066G,Not Applicable,Religious,Christianity,Direct Services Training & education
723,Vision 2030 Fund,Registered with IPC,T14CC0007H,From 09/9/2021 to 08/9/2025,Sports,Others,"Public awareness, promotion & advisory"
724,VIVA FOUNDATION FOR CHILDREN WITH CANCER,Registered with IPC,200601578E,From 15/5/2021 to 14/5/2024,Health,,Training & education Research
725,Voices For Animals,Registered,T14SS0132G,Not Applicable,Others,Animal Welfare,"Direct Services Public awareness, promotion & advisory Supports other Charities Training & education"
726,Volleyball Association of Singapore,Registered with IPC,S61SS0181K,From 20/2/2021 to 19/2/2024,Sports,NSAs,
727,Wat Patthar Buddhist Society,Registered,S93SS0161H,Not Applicable,Religious,Buddhism,Direct Services
728,Waterways Watch Society,Registered with IPC,S99SS0038D,From 01/12/2021 to 30/11/2023,Others,Environment,Training & education
729,WE CARE COMMUNITY SERVICES LIMITED,Registered with IPC,200506089N,From 01/7/2021 to 30/6/2024,Social and Welfare,"Community,Family,Support Groups","Public awareness, promotion & advisory Training & education"
730,WEC INTERNATIONAL (SINGAPORE) LTD,Registered,198200772W,Not Applicable,Religious,Christianity,
731,WEST COAST CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,Registered with IPC,S99CC1352G,From 01/4/2023 to 31/3/2026,Community,South West,"Financial assistance, bursaries & scholarships Supports other Charities"
732,WICARE SUPPORT GROUP,Registered with IPC,S98SS0084G,From 29/4/2022 to 28/4/2024,Social and Welfare,Support Groups,Direct Services
733,WILDLIFE CONSERVATION SOCIETY SINGAPORE LIMITED,Deregistered,200923473R,Not Applicable,Others,Environment,
734,Willing Hearts,Registered with IPC,T05SS0071J,From 17/6/2022 to 16/6/2023,Social and Welfare,"Children/Youth,Community,Disability (Adult),Eldercare,Family",Direct Services
735,Wing Tai Foundation,Registered,T10CC0007K,Not Applicable,Social and Welfare,Community,
736,WINGS Counselling Centre,Registered with IPC,T08CC2118K,From 01/4/2022 to 30/9/2024,Social and Welfare,"Community,Family","Direct Services Public awareness, promotion & advisory Training & education"
737,WOODBRIDGE HOSPITAL CHARITY FUND,Deregistered,T01CC1489K,From 28/2/2021 to 27/2/2024,Health,,"Public awareness, promotion & advisory Financial assistance, bursaries & scholarships Training & education Research"
738,Woodlands Social Centre,Registered with IPC,S99SS0135G,From 01/3/2021 to 31/8/2023,Social and Welfare,"Children/Youth,Family","Direct Services Financial assistance, bursaries & scholarships"
739,WORD Community Church,Registered,T04SS0158A,Not Applicable,Religious,Christianity,Direct Services Training & education
740,WORLD OUTREACH (SINGAPORE),Registered,S90SS0087K,Not Applicable,Religious,Christianity,"Financial assistance, bursaries & scholarships Training & education"
741,World Revival Prayer Fellowship,Registered,S74SS0014A,Not Applicable,Religious,Christianity,Direct Services
742,WORLD TOILET ORGANIZATION LIMITED,Registered,200205358C,Not Applicable,Others,Environment,"Public awareness, promotion & advisory Training & education"
743,WRESTLING FEDERATION OF SINGAPORE,Registered with IPC,T08SS0214H,From 01/2/2022 to 31/1/2025,Sports,NSAs,"Public awareness, promotion & advisory Financial assistance, bursaries & scholarships Training & education"
744,WWFS CONSERVATION FUND,Registered with IPC,T06CC1999F,From 01/7/2021 to 30/6/2023,Others,Environment,"Public awareness, promotion & advisory"
745,WYCLIFFE BIBLE TRANSLATORS (SINGAPORE) LTD,Registered,198306044C,Not Applicable,Religious,Christianity,"Public awareness, promotion & advisory Training & education"
746,Xian Gu Tian,Registered,S97SS0021F,Not Applicable,Religious,Taoism,Direct Services
747,Xin Yuan Community Care,Registered with IPC,T05SS0150E,From 01/10/2022 to 31/3/2025,Social and Welfare,"Children/Youth,Community,Eldercare,Family","Direct Services Financial assistance, bursaries & scholarships Training & education"
748,YCAB ASIA LIMITED,Registered,202017416W,Not Applicable,Others,General Charitable Purposes,Grantmaking
749,YEW TEE CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,Registered with IPC,S97CC1249F,From 01/4/2021 to 31/3/2024,Community,North West,"Grantmaking Financial assistance, bursaries & scholarships"
750,YIO CHU KANG GOSPEL HALL LTD,Registered,198502476C,Not Applicable,Religious,Christianity,"Direct Services Financial assistance, bursaries & scholarships Supports other Charities Training & education"
751,YISHUN CHRISTIAN CHURCH (ANGLICAN),Exempt Charity,S87CC0543J,Not Applicable,Religious,Christianity,
752,Yishun Christian Church (Anglican) Chinese Congregation,Exempt Charity,T18CC0001H,Not Applicable,Religious,Christianity,
753,YISHUN CHRISTIAN CHURCH (LUTHERAN),Registered,S88CC0598H,Not Applicable,Religious,Christianity,Direct Services
754,Yishun Methodist Mission,Registered,T13CC0001E,Not Applicable,Religious,Christianity,Direct Services
755,Yong-en Care Centre,Registered with IPC,S96SS0165G,From 01/1/2022 to 30/6/2024,Social and Welfare,"Community,Eldercare,Family,Support Groups","Direct Services Financial assistance, bursaries & scholarships"
756,YOUTH GOLF NETWORK LTD.,Registered with IPC,201300853G,From 15/2/2023 to 14/2/2025,Sports,Non-NSAs,Training & education
757,Yu Huang Tian Combined Temple,Registered,S96SS0163D,Not Applicable,Religious,Taoism,"Public awareness, promotion & advisory"
758,YUHUA CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,Registered with IPC,T06CC1938B,From 01/7/2021 to 30/6/2024,Community,South West,"Financial assistance, bursaries & scholarships Supports other Charities"
759,Zhen Ren Gong Temple,Registered,S98SS0123E,Not Applicable,Religious,Taoism,
760,ZI JING CULTURAL CENTRE LTD.,Registered,201537410C,Not Applicable,Others,General Charitable Purposes,Training & education
761,Zion Full Gospel Church,Registered,S80SS0022H,Not Applicable,Religious,Christianity,
762,Zion Living Streams Community Church,Registered,S98SS0054C,Not Applicable,Religious,Christianity,Direct Services
763,ZION SERANGOON BIBLE-PRESBYTERIAN CHURCH,Registered,S86SS0063K,Not Applicable,Religious,Christianity,Supports other Charities Training & education
