S/N,Name of Organisation,Type,UEN,IPC Period,Sector,Classification,Activities
224,Club Rainbow (Singapore),Registered with IPC,S92SS0137H,From 29/9/2020 to 28/9/2023,Health,Diseases/Illnessess Support Group,"Direct Services Public awareness, promotion & advisory Financial assistance, bursaries & scholarships Training & education"
225,"College of Family Physicians Singapore,",Registered,S71SS0039J,Not Applicable,Health,,Training & education
226,COMMON PURPOSE ASIA-PACIFIC LIMITED,Registered,201331830Z,Not Applicable,Education,Others,Training & education
227,COMMUNITY CANCER FUND,Deregistered,T00CC1481D,Not Applicable,Health,,"Grantmaking Public awareness, promotion & advisory Training & education"
228,COMMUNITY OF PRAISE BAPTIST CHURCH,Registered,S87SS0125L,Not Applicable,Religious,Christianity,
229,COMO FOUNDATION,Registered,201107654R,Not Applicable,Others,General Charitable Purposes,Grantmaking Supports other Charities
230,COMPASSION FUND LTD.,Registered with IPC,200904371Z,From 01/3/2022 to 30/11/2024,Social and Welfare,"Children/Youth,Family","Direct Services Financial assistance, bursaries & scholarships"
231,"CONSERVATION INTERNATIONAL ASIA-PACIFIC, LTD.",Registered,200910510N,Not Applicable,Others,Environment,"Grantmaking Public awareness, promotion & advisory Financial assistance, bursaries & scholarships Training & education Research"
232,Conservation International Singapore Conservation Trust,Registered with IPC,T17CC0001C,From 20/2/2023 to 19/3/2024,Others,Environment,"Grantmaking Financial assistance, bursaries & scholarships Supports other Charities Training & education Research"
233,Consumers' Association of Singapore (CASE),Registered,S71SS0016L,Not Applicable,Others,General Charitable Purposes,"Direct Services Public awareness, promotion & advisory"
234,CONSUMERS ASSOCIATION OF SINGAPORE ENDOWMENT FUND,Registered with IPC,T04CC1786K,From 01/11/2021 to 31/10/2023,Others,General Charitable Purposes,"Public awareness, promotion & advisory Training & education Research"
235,CORNERSTONE COMMUNITY SERVICES,Registered with IPC,S96SS0151G,From 01/11/2020 to 31/10/2023,Social and Welfare,"Children/Youth,Community,Family","Direct Services Financial assistance, bursaries & scholarships Training & education"
236,COUNCIL FOR ADVANCEMENT AND SUPPORT OF EDUCATION - ASIA PACIFIC,Registered,200714231E,Not Applicable,Education,Others,Training & education Research
237,COUNCIL FOR THIRD AGE,Registered,200708621W,Not Applicable,Health,Others; Active Ageing,
238,COUNSELLING AND CARE CENTRE,Registered with IPC,S75SS0014F,From 01/9/2020 to 31/8/2023,Social and Welfare,"Community,Family","Direct Services Supports other Charities Training & education Public awareness, promotion & advisory"
239,"COURAGE FUND, THE",Deregistered,T03CC1711A,Not Applicable,Health,,Training & education
240,COVENANT COMMUNITY METHODIST CHURCH,Registered,S95CC1076H,Not Applicable,Religious,Christianity,"Direct Services Financial assistance, bursaries & scholarships Supports other Charities Training & education"
241,COVENANT PRESBYTERIAN CHURCH,Registered,T12SS0164D,Not Applicable,Religious,Christianity,Training & education
242,CREDIT COUNSELLING SINGAPORE,Registered with IPC,201607267C,From 29/6/2022 to 28/6/2023,Social and Welfare,Community,Training & education
243,Credit Counselling Singapore Society,Deregistered,T04SS0075K,Not Applicable,Social and Welfare,Community,
244,CREST SECONDARY SCHOOL,Registered with IPC,201136224W,From 02/1/2023 to 01/1/2028,Education,Independent Schools,"Public awareness, promotion & advisory Financial assistance, bursaries & scholarships Training & education"
245,CROCODILE FOUNDATION LTD.,Registered,201535138W,Not Applicable,Others,General Charitable Purposes,Grantmaking
246,CUESPORTS SINGAPORE,Registered,S65SS0011D,Not Applicable,Sports,NSAs,Training & education
247,D.S. LEE FOUNDATION,Registered with IPC,200402751C,From 01/4/2023 to 31/3/2026,Health,Others,"Financial assistance, bursaries & scholarships Supports other Charities Training & education"
248,DANA ASIA,Registered,201106512M,Not Applicable,Others,General Charitable Purposes,
249,DANCE ENSEMBLE SINGAPORE LTD,Registered with IPC,199304358N,From 01/10/2022 to 31/3/2024,Arts and Heritage,"Professional, Contemporary & Ethnic Dance",
250,Darma Muneeswaran Temple Society,Registered,S81SS0052F,Not Applicable,Religious,Hinduism,"Financial assistance, bursaries & scholarships"
251,DARUL IHSAN ORPHANAGE,Registered with IPC,T07CC3022A,From 08/4/2022 to 07/4/2025,Social and Welfare,Children/Youth,
252,DAS ACADEMY LTD.,Registered,201003689Z,Not Applicable,Education,Local Educational Institutions/Funds,Training & education
253,DAUGHTERS OF TOMORROW LIMITED,Registered with IPC,201425430M,From 09/10/2022 to 08/1/2024,Social and Welfare,Family,"Direct Services Public awareness, promotion & advisory Training & education"
254,Deeper Life Christian Center (DLCC ),Registered,S92SS0025J,Not Applicable,Religious,Christianity,Direct Services
255,Dhammakaya Centre (Singapore),Registered,S99SS0136C,Not Applicable,Religious,Buddhism,Training & education
256,Dharma Drum (Singapore),Registered,T04SS0012C,Not Applicable,Religious,Buddhism,Training & education
257,DI ZANG LIN,Registered,T02SS0181A,Not Applicable,Religious,Buddhism,"Financial assistance, bursaries & scholarships Supports other Charities Public awareness, promotion & advisory"
258,Diabetes Singapore,Registered with IPC,S71SS0043E,From 01/7/2020 to 30/6/2023,Health,Diseases/Illnessess Support Group,"Direct Services Public awareness, promotion & advisory Financial assistance, bursaries & scholarships Training & education"
259,DING YI MUSIC COMPANY LTD.,Registered with IPC,201101809W,From 01/4/2021 to 30/9/2023,Arts and Heritage,Music & Orchestras,
260,Down Syndrome Association (Singapore),Registered with IPC,S96SS0170K,From 01/10/2022 to 31/7/2025,Social and Welfare,"Community,Disability (Adult),Disability (Children),Family,Support Groups",Direct Services
261,DR LOUIS SAMMY FUND,Registered,S84CC0090K,Not Applicable,Health,Others,"Financial assistance, bursaries & scholarships Supports other Charities"
262,DRAMA BOX LTD.,Registered with IPC,200517863N,From 01/2/2022 to 31/1/2025,Arts and Heritage,Theatre & Dramatic Arts,"Direct Services Public awareness, promotion & advisory Training & education Research"
263,EAGLES COMMUNICATIONS LTD,Registered,197700430N,Not Applicable,Religious,Christianity,Training & education
264,EAGLES MEDIATION & COUNSELLING CENTRE LTD.,Registered with IPC,201904577Z,From 17/8/2022 to 16/3/2024,Social and Welfare,"Community,Family","Direct Services Public awareness, promotion & advisory Training & education"
265,EARTH HOUR GLOBAL LIMITED,Deregistered,201220322W,Not Applicable,Others,Environment,
266,Eden Bible-Presbyterian Church,Registered,S99SS0100A,Not Applicable,Religious,Christianity,Direct Services
267,EDUCATION FUND,Exempt Charity with IPC,T06CC3002H,From 02/12/2021 to 01/12/2026,Education,Others,Grantmaking
268,ELDERCARE TRUST,Registered with IPC,T00CC1448L,From 01/7/2022 to 30/6/2025,Health,"Other Community-based Services,Day Rehabilitation Centre,Nursing Home,Others","Financial assistance, bursaries & scholarships"
269,Electronics Industries Training Centre,Registered,S87SS0027A,Not Applicable,Others,General Charitable Purposes,Training & education
270,ELIM CHURCH ASSEMBLY OF GOD,Registered,196200166K,Not Applicable,Religious,Christianity,Direct Services Supports other Charities
271,EMCC,Deregistered,S97SS0164E,,Social and Welfare,"Community,Family",Direct Services Training & education Research
272,Emmanuel Assembly of God,Registered,S69SS0055F,Not Applicable,Religious,Christianity,
273,Emmanuel Christian Church,Registered,S97SS0105D,Not Applicable,Religious,Christianity,Direct Services Training & education
274,En Community Services Society,Registered with IPC,T03SS0051L,From 20/3/2022 to 19/3/2025,Social and Welfare,"Children/Youth,Community,Eldercare,Family,Support Groups","Direct Services Public awareness, promotion & advisory Financial assistance, bursaries & scholarships Supports other Charities Training & education"
275,Epworth Community Services,Registered with IPC,T08SS0123D,From 01/3/2022 to 28/2/2025,Social and Welfare,"Children/Youth,Community,Family","Direct Services Financial assistance, bursaries & scholarships Training & education"
276,EQUAL-ARK SINGAPORE LTD.,Registered with IPC,201536378N,From 01/5/2021 to 31/7/2023,Social and Welfare,"Children/Youth,Disability (Adult)",Direct Services Training & education
277,EQUESTRIAN FEDERATION OF SINGAPORE (E.F.S),Registered with IPC,S76SS0030D,From 07/5/2021 to 06/5/2024,Sports,NSAs,"Public awareness, promotion & advisory"
278,ESSEC,Registered,200511927D,Not Applicable,Education,Foreign Educational Institutions/Funds,Training & education Research
279,ESTATE OF CHEW WOON POH DEC'D,Registered,S84CC0077E,Not Applicable,Others,General Charitable Purposes,
280,Eternal Life Assembly,Registered,S88SS0038G,Not Applicable,Religious,Christianity,
281,ETONHOUSE COMMUNITY FUND LIMITED,Registered with IPC,201312095N,From 13/1/2023 to 12/12/2024,Social and Welfare,Children/Youth,"Financial assistance, bursaries & scholarships Supports other Charities Training & education Public awareness, promotion & advisory"
282,"Eurasian Association, The",Registered with IPC,S64SS0001E,From 18/5/2020 to 18/5/2025,Others,Self-Help Groups,"Financial assistance, bursaries & scholarships"
283,Evangel Bible-Presbyterian Church,Registered,T09SS0023G,Not Applicable,Religious,Christianity,
284,EVANGEL FAMILY CHURCH LTD,Registered,198403735R,Not Applicable,Religious,Christianity,
285,Every Nation Church (Singapore),Registered,S96SS0064J,Not Applicable,Religious,Christianity,"Direct Services Financial assistance, bursaries & scholarships Supports other Charities Training & education"
286,EXTRAORDINARY PEOPLE LIMITED,Registered with IPC,201719854W,From 29/9/2021 to 28/9/2024,Social and Welfare,"Disability (Adult),Disability (Children)","Direct Services Public awareness, promotion & advisory Financial assistance, bursaries & scholarships Supports other Charities Training & education Research"
287,FAIRFIELD METHODIST CHURCH,Registered,S87CC0541F,Not Applicable,Religious,Christianity,
288,Faith Assembly of God Church,Registered,S64SS0017H,Not Applicable,Religious,Christianity,"Direct Services Financial assistance, bursaries & scholarships Training & education"
289,"FAITH CHARITY TRUST,THE",Registered,S95CC1091E,Not Applicable,Religious,Christianity,
290,FAITHACTS,Registered with IPC,T04SS0050J,From 01/10/2021 to 31/3/2024,Social and Welfare,"Children/Youth,Community,Eldercare,Family","Financial assistance, bursaries & scholarships"
291,Family Life Society,Deregistered,S85SS0018D,,Social and Welfare,Family,Direct Services
292,FAMILY RESOURCE AND TRAINING CENTRE,Registered,S94CC1040A,Not Applicable,Social and Welfare,Community,Training & education
293,FAR EASTERN BIBLE COLLEGE,Registered,T04CC1760B,Not Applicable,Religious,Christianity,Training & education
294,"Fellowship of Evangelical Students, Singapore",Registered,S60SS0021F,Not Applicable,Religious,Christianity,Training & education
295,Fencing Singapore,Registered with IPC,S65SS0025D,From 30/8/2021 to 29/8/2024,Sports,NSAs,"Public awareness, promotion & advisory Financial assistance, bursaries & scholarships Training & education"
296,FENGSHAN CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,Registered with IPC,S89CC0688K,From 01/7/2021 to 30/6/2024,Community,South East,"Financial assistance, bursaries & scholarships"
297,FILOS COMMUNITY SERVICES LTD.,Registered with IPC,200408452G,From 01/4/2021 to 31/3/2024,Social and Welfare,"Children/Youth,Community,Eldercare,Family","Direct Services Financial assistance, bursaries & scholarships Supports other Charities Training & education"
298,"First Evangelical Reformed Church, The (FERC)",Registered,S79SS0013H,Not Applicable,Religious,Christianity,
299,Fo Guang Shan (Singapore),Registered,T00SS0024B,Not Applicable,Religious,Buddhism,Supports other Charities Training & education
300,FOCUS ON THE FAMILY SINGAPORE LIMITED,Registered with IPC,200108115N,From 01/10/2021 to 31/3/2025,Social and Welfare,Family,
301,Foo Hai Buddhist Cultural and Welfare Association,Registered,S98SS0092J,Not Applicable,Social and Welfare,"Children/Youth,Eldercare","Financial assistance, bursaries & scholarships"
302,Foo Hai Ch'an Monastery,Registered,S92SS0110D,Not Applicable,Religious,Buddhism,"Financial assistance, bursaries & scholarships Supports other Charities"
303,FOOCHOW METHODIST CHURCH,Registered,S87CC0483E,Not Applicable,Religious,Christianity,"Financial assistance, bursaries & scholarships Supports other Charities Training & education"
304,FOOD FROM THE HEART,Registered with IPC,200721064R,From 01/5/2021 to 31/1/2024,Social and Welfare,Community,"Direct Services Public awareness, promotion & advisory Supports other Charities"
305,Foreign Domestic Worker Association for Social Support and Training (FAST),Registered with IPC,T05SS0103A,From 01/12/2021 to 30/11/2024,Social and Welfare,Community,
306,FORUM FOR THE FUTURE ASIA PACIFIC LIMITED,Registered,201331258E,Not Applicable,Others,General Charitable Purposes,Training & education
307,FOUNDATION OF ROTARY CLUBS (SINGAPORE) LTD,Registered with IPC,199300813R,From 01/8/2022 to 31/3/2025,Social and Welfare,Community,"Direct Services Financial assistance, bursaries & scholarships Supports other Charities Training & education Public awareness, promotion & advisory"
308,FRANCISCAN MISSIONARIES OF MARY,Registered,S92CC0900J,Not Applicable,Religious,Christianity,"Direct Services Financial assistance, bursaries & scholarships Supports other Charities Training & education"
309,FREE FOOD FOR ALL LTD.,Registered with IPC,201503391Z,From 27/3/2022 to 26/3/2024,Social and Welfare,Community,
310,Fu Hui Buddhist Cultural Centre,Registered,S87SS0075A,Not Applicable,Religious,Buddhism,Direct Services
311,FULL GOSPEL ASSEMBLY,Registered,S86SS0084E,Not Applicable,Religious,Christianity,Direct Services
312,Galilee Bible-Presbyterian Church,Registered,S86SS0054A,Not Applicable,Religious,Christianity,Direct Services
313,GAO LIN GONG TEMPLE,Registered,S96SS0066A,Not Applicable,Religious,Taoism,
314,GARDEN CITY FUND,Registered with IPC,T02CC1634C,From 01/7/2022 to 30/6/2025,Others,Environment,
315,GENERAL CONFERENCE WOMEN'S SOCIETY OF CHRISTIAN SERVICE,Registered,S88CC0553H,Not Applicable,Religious,Christianity,Supports other Charities Training & education
316,"GENERATION: YOU EMPLOYED, SINGAPORE LTD.",Registered,201904556D,Not Applicable,Others,General Charitable Purposes,Direct Services Training & education
317,GERMAN EUROPEAN SCHOOL SINGAPORE (DEUTSCHE EUROPAEISCHE SCHULE SINGAPUR),Registered,S72SS0010G,Not Applicable,Education,Foreign Educational Institutions/Funds,Training & education
318,Gethsemane Bible-Presbyterian Church,Registered,S95SS0088J,Not Applicable,Religious,Christianity,
319,GEYLANG CHINESE METHODIST CHURCH,Registered,S87CC0529H,Not Applicable,Religious,Christianity,
320,Geylang East Home For The Aged,Registered with IPC,T01SS0110J,From 01/8/2022 to 31/7/2024,Social and Welfare,Eldercare,Direct Services
321,GEYLANG EVANGELICAL FREE CHURCH LTD,Registered,198303071W,Not Applicable,Religious,Christianity,Direct Services Training & education
322,Girl Guides Singapore,Registered with IPC,S67SS0005D,From 01/9/2021 to 31/8/2024,Education,Uniformed Groups,Supports other Charities Training & education
323,"Girls' Brigade, Singapore , The",Registered with IPC,S61SS0001A,From 01/9/2022 to 31/8/2025,Education,Uniformed Groups,
324,Global Compact Network Singapore,Registered with IPC,T05SS0028L,From 05/8/2020 to 04/8/2023,Others,General Charitable Purposes,"Public awareness, promotion & advisory Research"
325,Glory Joy Christian Church,Registered,S89SS0048F,Not Applicable,Religious,Christianity,Direct Services
326,Glory Presbyterian Church,Registered,T14SS0059J,Not Applicable,Religious,Christianity,
327,God's Kingdom Bread of Life Church,Registered,T08SS0009A,Not Applicable,Religious,Christianity,Direct Services Training & education
328,GOH FOUNDATION LIMITED,Registered,199403740Z,Not Applicable,Social and Welfare,Community,"Grantmaking Financial assistance, bursaries & scholarships"
329,Golden Pagoda Buddhist Temple,Registered,S92SS0036K,Not Applicable,Religious,Buddhism,
330,Good News Community Services,Registered with IPC,S99SS0015F,From 24/1/2022 to 23/7/2024,Social and Welfare,"Community,Family","Financial assistance, bursaries & scholarships Training & education"
331,Gospel Light Christian Church,Registered,S88SS0082A,Not Applicable,Religious,Christianity,Supports other Charities
332,"Grace (Singapore Chinese Christian) Church, The",Registered,S61SS0111H,Not Applicable,Religious,Christianity,"Financial assistance, bursaries & scholarships Training & education"
333,Grace Assembly of God,Registered,S61SS0171E,Not Applicable,Religious,Christianity,
334,GRACE BAPTIST CHURCH LIMITED,Registered,197903364W,Not Applicable,Religious,Christianity,
335,Grace Lodge,Registered with IPC,S88SS0120C,From 01/9/2021 to 31/8/2024,Health,Nursing Home,Direct Services
336,GRACE METHODIST CHURCH,Registered,S87CC0503L,Not Applicable,Religious,Christianity,"Financial assistance, bursaries & scholarships Supports other Charities"
337,GSK-EDB Trust Fund,Registered,T11CC0003J,Not Applicable,Others,General Charitable Purposes,"Financial assistance, bursaries & scholarships Training & education Research"
338,GUIDE DOGS SINGAPORE LTD.,Registered with IPC,200302260G,From 01/9/2022 to 28/2/2025,Social and Welfare,"Disability (Adult),Disability (Children)","Direct Services Public awareness, promotion & advisory Training & education"
339,HABITAT FOR HUMANITY SINGAPORE LTD,Registered with IPC,200201617W,From 09/3/2023 to 08/3/2025,Others,General Charitable Purposes,"Direct Services Public awareness, promotion & advisory Training & education"
340,HAGAR (SINGAPORE) LIMITED,Registered,200401226H,Not Applicable,Others,Children/Youth,"Direct Services Public awareness, promotion & advisory Financial assistance, bursaries & scholarships Supports other Charities Training & education Research"
341,HAI INN TEMPLE,Registered,S87SS0054F,Not Applicable,Religious,Buddhism,
342,HALOGEN FOUNDATION (SINGAPORE),Registered with IPC,200308081M,From 01/10/2021 to 30/9/2024,Others,Children/Youth,Training & education
343,Handicaps Welfare Association,Registered with IPC,S69SS0057J,From 01/10/2022 to 30/9/2025,Social and Welfare,Disability (Adult),Direct Services
344,HARBORLIGHT CHURCH LTD.,Registered,198403070K,Not Applicable,Religious,Christianity,
345,HARVESTER COMMUNITY CHURCH LIMITED,Registered,198502251M,Not Applicable,Religious,Christianity,
346,HCSA COMMUNITY SERVICES,Registered with IPC,S97SS0023J,From 01/10/2021 to 31/12/2023,Social and Welfare,"Community,Eldercare","Direct Services Financial assistance, bursaries & scholarships Training & education"
347,HEALTH CONCEPTS AND MEASUREMENTS - HEALTHIERSG LTD.,Registered,202004085K,Not Applicable,Health,,"Direct Services Public awareness, promotion & advisory Supports other Charities Training & education Research"
348,HEALTHSERVE LTD.,Registered with IPC,200615440H,From 01/11/2021 to 31/10/2024,Social and Welfare,Community,"Direct Services Public awareness, promotion & advisory Training & education"
349,HEARTFULNESS LIMITED,Registered,201313718D,Not Applicable,Others,General Charitable Purposes,Training & education
350,HEARTWARE NETWORK,Registered with IPC,T00SS0109G,From 01/1/2022 to 31/12/2023,Others,Children/Youth,Training & education
351,HEB - ASHRAM HALFWAY HOUSE,Registered with IPC,T09CC0009L,From 01/2/2023 to 30/11/2024,Social and Welfare,Support Groups,
352,Hebron Bible-Presbyterian Church,Registered,S91SS0008D,Not Applicable,Religious,Christianity,Direct Services
353,Help Family Service Centre,Registered with IPC,S92SS0027A,From 01/1/2021 to 31/12/2023,Social and Welfare,Family,Direct Services
354,"Helping Hand, The",Registered with IPC,S88SS0058F,From 01/10/2020 to 30/9/2023,Social and Welfare,Support Groups,Direct Services
355,HINGHWA METHODIST CHURCH,Registered,S87CC0531A,Not Applicable,Religious,Christianity,
356,HINRICH FOUNDATION LIMITED,Registered,202032665N,Not Applicable,Others,Think Tanks,"Grantmaking Public awareness, promotion & advisory Financial assistance, bursaries & scholarships Supports other Charities Training & education Research"
357,HO BEE FOUNDATION,Registered,201021641E,Not Applicable,Others,General Charitable Purposes,"Grantmaking Public awareness, promotion & advisory Financial assistance, bursaries & scholarships Supports other Charities Training & education Research"
358,HOKKIEN YEO SZE FUND,Registered,S85CC0143B,Not Applicable,Others,Children/Youth,
359,Holland Village Methodist Church,Registered,T12CC0004K,Not Applicable,Religious,Christianity,"Financial assistance, bursaries & scholarships Supports other Charities"
360,HOLY GRACE PRESBYTERIAN CHURCH,Registered,T13SS0016G,Not Applicable,Religious,Christianity,Direct Services
361,Holy Tree Sri Bala Subramaniar Temple,Registered,S65SS0020B,Not Applicable,Religious,Hinduism,Direct Services
362,Holy Trinity Church,Exempt Charity,T08CC4070H,Not Applicable,Religious,Christianity,
363,HOLYWELL FOUNDATION LIMITED,Registered,201330740C,Not Applicable,Others,General Charitable Purposes,Grantmaking
364,HON SUI SEN ENDOWMENT CLG LIMITED,Deregistered,201109290W,Not Applicable,Education,Foundations & Trusts,"Financial assistance, bursaries & scholarships"
365,HONG LEONG FOUNDATION,Registered,198004651E,Not Applicable,Social and Welfare,Community,Grantmaking
366,HONOUR (SINGAPORE) LTD.,Registered with IPC,201405223G,From 21/5/2022 to 20/5/2025,Others,General Charitable Purposes,"Public awareness, promotion & advisory"
367,Hope Community Services Centre,Registered,S96SS0104C,Not Applicable,Social and Welfare,Community,Direct Services
368,HOPE WORLDWIDE (SINGAPORE),Registered with IPC,S98SS0151F,From 01/12/2020 to 31/5/2023,Social and Welfare,"Community,Disability (Adult),Eldercare,Family,Support Groups","Financial assistance, bursaries & scholarships Training & education"
369,Humanitarian Organization for Migration Economics,Registered with IPC,T04SS0193H,From 01/5/2023 to 31/8/2024,Social and Welfare,Community,Direct Services Research
370,HUMPHREY OEI FOUNDATION LIMITED,Registered,200503047M,Not Applicable,Others,General Charitable Purposes,
371,Hwa Chong International School Education Fund,Registered,T10CC0001A,Not Applicable,Education,Local Educational Institutions/Funds,"Financial assistance, bursaries & scholarships"
372,I Love Children,Registered with IPC,T05SS0233G,From 22/8/2022 to 21/11/2023,Social and Welfare,"Children/Youth,Family","Public awareness, promotion & advisory"
373,I THEATRE LTD.,Deregistered,200802928D,Not Applicable,Arts and Heritage,Theatre & Dramatic Arts,Supports other Charities
374,IC2 PREPHOUSE LIMITED,Registered with IPC,201136583G,From 01/9/2022 to 30/6/2025,Social and Welfare,Disability (Children),Direct Services
375,IIX GLOBAL CHARITABLE LIMITED,Registered,201006538Z,Not Applicable,Others,General Charitable Purposes,"Direct Services Public awareness, promotion & advisory Training & education Research"
376,IMPACT LIFE CHURCH LTD.,Registered,201709148H,Not Applicable,Religious,Christianity,
377,INFANT JESUS HOMES AND CHILDREN'S CENTRES,Registered with IPC,S92CC0888D,From 01/1/2023 to 30/9/2025,Social and Welfare,Eldercare,Direct Services
378,Inmates' Families Support Fund,Registered with IPC,T08CC2100D,From 01/5/2023 to 31/10/2025,Social and Welfare,Support Groups,"Financial assistance, bursaries & scholarships"
379,INSEAD (SINGAPORE) FUND,Deregistered,T10CC0005G,Not Applicable,Education,Foreign Educational Institutions/Funds,
380,INTERCULTURAL THEATRE INSTITUTE LTD.,Registered with IPC,200818680E,From 25/2/2023 to 24/2/2024,Arts and Heritage,"Theatre & Dramatic Arts,Training & Education",Direct Services Training & education
381,International Baptist Church of Singapore,Registered,S73SS0007A,Not Applicable,Religious,Christianity,Direct Services
382,ISCA CARES LIMITED,Registered with IPC,201532966C,From 24/9/2021 to 23/9/2024,Social and Welfare,"Children/Youth,Community","Financial assistance, bursaries & scholarships"
383,ISHINE CLOUD LIMITED,Registered with IPC,201735206Z,From 26/1/2022 to 25/1/2024,Others,General Charitable Purposes,Direct Services Supports other Charities
384,ISHK TOLARAM FOUNDATION LTD.,Registered,201627578E,Not Applicable,Others,"Children/Youth,General Charitable Purposes",Direct Services Grantmaking Supports other Charities Training & education
385,Jaafari Muslim Association (Singapore),Registered,S98SS0005G,Not Applicable,Religious,Islam,Training & education
386,JAPANESE SCHOOL,Deregistered,S86CC0384E,Not Applicable,Education,Foreign Educational Institutions/Funds,Training & education
387,JAZZ ASSOCIATION (SINGAPORE),Registered with IPC,201626167G,From 23/5/2021 to 22/5/2024,Arts and Heritage,"Music & Orchestras,Others,Training & Education","Financial assistance, bursaries & scholarships Grantmaking Training & education Public awareness, promotion & advisory"
388,JCCI SINGAPORE FOUNDATION LIMITED,Registered with IPC,199002444H,From 01/9/2021 to 31/8/2024,Others,General Charitable Purposes,"Financial assistance, bursaries & scholarships"
389,JESUS SAVES MISSION LIMITED,Registered,197100576D,Not Applicable,Religious,Christianity,"Direct Services Financial assistance, bursaries & scholarships"
390,"Jewish Welfare Board, Singapore, The",Registered,S62SS0046F,Not Applicable,Religious,Others,
391,"Jubilee Church, The",Registered,S61SS0196F,Not Applicable,Religious,Christianity,Direct Services
392,JURONG CHRISTIAN CHURCH,Registered,S89CC0669G,Not Applicable,Religious,Christianity,Training & education
393,JURONG SPRING CCC COMMUNITY DEVELOPMENT AND WELFARE FUND,Registered with IPC,T11CC0005A,From 01/1/2022 to 31/12/2024,Community,South West,"Financial assistance, bursaries & scholarships"
394,JURONGHEALTH FUND,Registered with IPC,201118604G,From 01/9/2021 to 31/8/2024,Health,,Grantmaking
395,Kadhampa Buddhist Association (Singapore),Registered,S95SS0121J,Not Applicable,Religious,Buddhism,Direct Services Supports other Charities Training & education
396,Kampong Kapor Community Services,Registered with IPC,T10SS0030D,From 01/4/2021 to 31/3/2024,Social and Welfare,"Community,Eldercare,Family","Direct Services Public awareness, promotion & advisory Financial assistance, bursaries & scholarships"
397,KAMPONG KAPOR METHODIST CHURCH,Registered,S87CC0537K,Not Applicable,Religious,Christianity,"Financial assistance, bursaries & scholarships Supports other Charities Training & education"
398,KAMPUNG SENANG CHARITY AND EDUCATION FOUNDATION,Registered with IPC,S99SS0044C,From 01/7/2021 to 30/6/2023,Social and Welfare,Community,"Direct Services Public awareness, promotion & advisory Training & education"
399,Karma Kagyud Buddhist Centre,Registered,S81SS0029G,Not Applicable,Religious,Buddhism,"Direct Services Public awareness, promotion & advisory Supports other Charities Training & education"
400,KATONG PRESBYTERIAN CHURCH,Registered,T12SS0172F,Not Applicable,Religious,Christianity,"Financial assistance, bursaries & scholarships Training & education"
401,Kay Poh Road Baptist Church,Registered,S64SS0019L,Not Applicable,Religious,Christianity,Training & education
402,KEPPEL CARE FOUNDATION LIMITED,Registered,201120171W,Not Applicable,Social and Welfare,Community,
403,Kew Ong Yah Temple (Upper Serangoon),Registered,S21CC0001E,Not Applicable,Religious,Taoism,"Public awareness, promotion & advisory Supports other Charities"
404,Khalsa Dharmak Sabha,Registered,S24SS0001D,Not Applicable,Religious,Others,Supports other Charities
405,Kheng Chiu Loke Tin Kee Home,Registered,S92SS0060E,From 01/8/2020 to 31/7/2021,Social and Welfare,Eldercare,Direct Services
406,KHOO CHWEE NEO FOUNDATION LTD.,Registered,201501865E,Not Applicable,Social and Welfare,"Children/Youth,Disability (Adult),Disability (Children),Eldercare",Grantmaking Supports other Charities
407,KHOO TECK PUAT FOUNDATION,Registered,198200899N,Not Applicable,Social and Welfare,Community,
408,Kim Tian Christian Church Singapore,Registered,S66SS0042J,Not Applicable,Religious,Christianity,
409,King of Glory Church,Registered,T00SS0052C,Not Applicable,Religious,Christianity,Direct Services
410,KINGDOM COMMUNITY CHURCH LIMITED,Registered,201135461H,Not Applicable,Religious,"Christianity,Environment","Direct Services Public awareness, promotion & advisory Supports other Charities Training & education"
411,KINGDOMCITY SINGAPORE LIMITED,Registered,201507765H,Not Applicable,Religious,Christianity,Training & education
412,KKH HEALTH ENDOWMENT FUND,Deregistered,T02CC1575F,Not Applicable,Health,,Grantmaking
413,Korean Church in Singapore,Registered,S83SS0003J,Not Applicable,Religious,Christianity,Direct Services Supports other Charities Training & education
414,Krishna Our Guide,Registered,S70SS0005E,Not Applicable,Religious,Hinduism,
415,Kuan Im Tng Temple (Joo Chiat),Registered,T03SS0021G,Not Applicable,Religious,Buddhism,"Financial assistance, bursaries & scholarships Supports other Charities"
416,"Kuang Chee Tng Buddhist Association, Singapore",Registered,S61SS0183B,Not Applicable,Religious,Buddhism,"Direct Services Financial assistance, bursaries & scholarships Supports other Charities"
417,KUM YAN METHODIST CHURCH (FORMERLY:CANTONESE METHODIST KUM YAN CHURCH),Registered,S87CC0539B,Not Applicable,Religious,Christianity,Direct Services
418,KWAN YAM THENG BUDDHIST TEMPLE,Registered,S92CC0904D,Not Applicable,Religious,Buddhism,
419,KWAN-IN WELFARE SOCIETY,Registered,S75SS0041L,Not Applicable,Religious,Buddhism,"Financial assistance, bursaries & scholarships"
420,LEAP FOUNDATION LTD.,Registered,200906548Z,Not Applicable,Others,General Charitable Purposes,
421,LEAP PHILANTHROPY LTD.,Registered,201228788H,Not Applicable,Others,General Charitable Purposes,"Grantmaking Public awareness, promotion & advisory Research"
422,LEE KIM TAH FOUNDATION,Registered,197902917W,Not Applicable,Social and Welfare,"Community,Disability (Adult),Disability (Children),Eldercare,Support Groups",Supports other Charities
